,y,x,mass,size,ecc,signal,raw_mass,ep,frame
0,348.6505308619759,2078.4452042468956,7583.890896830192,20.26415775739766,0.11723420556286109,15.1827939944639,633428.0,,0
1,393.0109130592943,885.9170839686385,22041.152050187855,20.733101667715356,0.17278306846113614,32.753892662214255,663160.0,,0
2,452.3384078157492,294.2856928844295,47826.99523489793,24.09599808850708,0.3376586845935861,37.01872243594007,651505.0,,0
3,448.56012278906593,1439.2292062563952,5835.140096411659,22.263726058919346,0.267891506911901,22.0065216324252,632572.0,,0
4,660.2181924715109,1781.1749911734437,22709.536172326167,16.110162109276725,0.47578049148847235,38.724654345430395,644179.0,,0
5,811.8894101468322,999.6031437946612,19599.9634877072,23.78840254999303,0.0062385636704066555,16.54753952205616,748841.0,,0
6,831.9579008977075,894.6769407051414,20694.48940083619,23.869019721505204,0.020536412593059546,16.206353140158093,763838.0,,0
7,878.062091530545,1136.4200005008054,20438.258428030746,23.777263148658815,0.023683766327033604,18.082878240597452,759185.0,,0
8,873.0036544537181,1612.6096571886642,7235.539600912268,21.443420240447445,0.15359988150952286,23.20067396906843,628029.0,,0
9,933.1149374377145,1909.5980400841545,15406.271074607132,15.252262212607944,0.054797905822867796,32.58329947126522,656482.0,,0
10,981.5593331525685,1191.5889494354014,19503.748928011944,23.498551308542915,0.039437985958757124,18.594657813444552,746721.0,,0
11,995.3293596979171,770.5291485647001,21007.698499418617,23.75096904536771,0.008455596565477778,19.447623768189715,763858.0,,0
12,1003.8532377227292,1056.7851617309245,27477.445266160677,21.706144481770316,0.4050754441276583,18.082878240597452,759473.0,,0
13,1063.3394439622853,921.4856857778801,28894.56290337429,22.170107193591,0.32309247264951274,18.082878240597452,774346.0,,0
14,1122.2091250199585,1169.8525546862527,21368.50309827582,24.06836589026796,0.03517637411284225,18.424064622495518,766980.0,,0
15,1157.7653566455206,819.6893006343803,22050.875862071953,24.011108593984474,0.013298299597916341,19.618216959138746,775935.0,,0
16,1204.7474806195148,2193.6455361301128,51647.60033939246,22.60026202755585,0.4081485827973959,43.501263692003306,628421.0,,0
17,1209.095121191162,880.357584233368,22444.775539973267,23.942207060617605,0.01880394246533725,19.95940334103681,773710.0,,0
18,1234.741004824998,949.2031630543004,22274.352942215184,23.691981329585687,0.03189076574454272,19.78881015008778,765952.0,,0
19,349.7976275307038,2076.3672297438907,8125.042670808191,20.769212497963316,0.15209776016963028,16.51777547613687,634241.0,,1
20,395.6478046565925,876.9173487255982,26256.45155325303,21.022724495114414,0.3207444953852871,33.886982677847804,667191.0,,1
21,452.32674949597134,294.1916270686548,47805.8479548424,24.094328315065578,0.33599470514657254,37.29270958014407,651283.0,,1
22,449.82708683767873,1438.5835260723297,6479.054858928408,22.30899854556388,0.16978061180620221,22.988656590499765,633195.0,,1
23,661.5483362718985,1777.7416963649323,22696.615508627863,16.237017807186323,0.4700214722354404,35.76013247411075,644460.0,,1
24,812.5646732501211,971.5190987016894,20382.253792172436,23.923520759343713,0.008889302958477379,15.155484715218364,753908.0,,1
25,833.5570823560613,1074.900504728201,20546.58011520823,23.822933333142053,0.01255965114932208,17.369207201710935,757411.0,,1
26,834.2422523565405,887.9510583760542,20594.430578185496,23.89711613874435,0.014135589475585103,16.347489131022055,760189.0,,1
27,874.6486726726727,1611.6041321321322,7088.169115404095,21.192777964151794,0.10392895834826474,20.093788723547945,627906.0,,1
28,934.249492408192,1907.1507768361582,15432.029739684822,15.484460470626162,0.07167775977748217,33.886982677847804,656449.0,,1
29,968.4875254007677,1187.3200012901978,21117.5502303782,23.879852155471916,0.032969524657455,17.369207201710935,754579.0,,1
30,1024.9130799537652,1057.9037211499024,27402.13808318549,21.763191358167028,0.38944243901737036,18.220638927285002,760945.0,,1
31,1060.4647593291106,920.2670509809503,28712.321222498864,22.04628845681592,0.3318328730716899,18.050352582170188,770657.0,,1
32,1061.8550925774744,773.6018270580936,20858.714985803686,23.77477636452334,0.026810458151284734,18.561211617514626,767022.0,,1
33,1125.209195981124,1169.2400035737783,20965.484524190673,23.938306875862725,0.018926552049127555,18.561211617514626,763068.0,,1
34,1185.4496612548828,846.5951538085938,22319.77182688878,23.962206010602014,0.010299989796650826,19.582929688203507,774911.0,,1
35,1205.8534983125633,2192.679738283148,51869.90186735253,22.617969842197095,0.40074040532233063,43.42301800427734,628755.0,,1
36,1232.499374557292,939.4291667294622,22598.019714806385,23.657320097098932,0.013059060076842214,20.774934104007198,769113.0,,1
