,y,x,mass,size,ecc,signal,raw_mass,ep,frame
0,87.36848441418846,98.51892511644573,6640.103624989694,10.05482071261744,0.024961225539440548,19.508724372954315,717209.0,,0
1,201.25097643946074,1522.5044979211289,3776.6035450765467,20.951142791651602,0.14418952633209706,10.753589532408965,699212.0,,0
2,234.822917371591,802.8449363876294,11249.96761206423,12.71307301237113,0.06547314852274015,20.270040446045215,711137.0,,0
3,302.3279611650485,1845.0860194174757,1960.3888882090678,11.281392016291372,0.1945010947298941,15.035992443545277,700372.0,,0
4,388.7459001939693,343.10662434608827,3238.067587873871,16.361285021770993,0.23917623714478223,16.93928262627253,701817.0,,0
5,754.9048688356224,234.9566034779884,5466.915556356617,13.450371491325141,0.067275772216881,22.173330628772465,703654.0,,0
6,800.424407753051,542.1418521177316,3976.9248368085896,12.467934464303768,0.0389512727706046,18.271585754181604,697763.0,,0
7,830.359474824039,2021.498105035192,3515.3769674972314,23.511638767912125,0.22207372291983404,6.661515639545376,700218.0,,0
8,832.3146853854167,154.82617051189982,9408.629524784754,11.610348233735737,0.02097684961527527,19.128066336408867,713201.0,,0
9,843.1961833804345,2122.714138905541,6667.415839111831,10.00405344470065,0.03258345521035135,19.889382409499767,707028.0,,0
10,849.699228756745,1596.2619093039734,6983.932996499372,11.233298983381303,0.045137705110213096,19.889382409499767,701606.0,,0
11,860.8588524087144,35.99347262127256,3411.5524880294597,15.064413011248837,0.1610572464586219,12.752044224272577,708893.0,,0
12,883.5082458447409,1181.0747623256516,4414.396085308448,11.853551034519862,0.057279006563665635,17.79576320849979,690815.0,,0
13,928.3474519979886,445.8791646749893,15329.76528324923,12.997968449720263,0.019437980953504033,20.84102750086339,718467.0,,0
14,953.6909638256922,1255.071583674678,7713.273794520454,10.833989998535078,0.021239664495488458,20.555533973454303,696463.0,,0
15,958.1559718484785,342.45718622783414,2758.438461826604,19.40208944937954,0.13886829183648633,7.898654258318089,695023.0,,0
16,1008.4279284733996,476.61600871881814,4715.21109868849,15.920540538682607,0.13024320314027263,19.413559863817955,695477.0,,0
17,1018.0494094962642,2399.1638467100506,3948.3754840676806,13.036105006598811,0.08628532043838927,21.316850046545206,702109.0,,0
18,1015.8778744628938,270.1634314339386,4407.353911632357,12.310783679910521,0.08898855951187182,15.321485970954365,699557.0,,0
19,1089.8474039951782,1769.4743413122094,4420.962436438857,12.8892677384912,0.04038206318569629,17.319940662817977,697434.0,,0
20,1209.7943439959995,2321.67775181389,30258.792818525235,19.08079221515081,0.061494578114209164,24.266949829772443,755815.0,,0
21,1530.01785615491,2008.985753803596,6880.39401055901,10.102827480374092,0.07630434874042669,19.69905339122704,705792.0,,0
22,1545.2890674458242,915.0080594107621,3908.4063902304088,17.58608518157567,0.370366160681386,9.326121895363526,697193.0,,0
23,1579.1215276685436,985.1935382389026,6049.98850383511,18.86172119343058,0.11608641227661883,8.945463858818076,700861.0,,0
24,1769.476626877166,2212.98278013092,6178.555755678336,12.472705356045628,0.038160709974699544,18.747408299863416,704138.0,,0
25,87.6494395185984,100.33355965598956,6975.666923785354,11.015526032668308,0.026099765277248114,19.780827206196985,717706.0,,1
26,199.02492137425853,1527.0513754528445,4665.489188661616,20.658442074614364,0.12560674250138423,11.051260270128832,699028.0,,1
27,235.16718245704283,804.0343574468791,11193.06929897326,12.319475262404474,0.06863479970461149,20.98810773990854,711228.0,,1
28,304.55904473908663,1856.2072187330386,2395.430314350446,18.666138089415846,0.5167088042687481,14.11589547108893,700065.0,,1
29,392.92865072156627,342.67090523766274,2760.679109664872,15.155754964182057,0.08555819024483897,17.0876629386866,701479.0,,1
30,754.9941664047768,234.19109443746072,4728.082040947892,11.537524519157898,0.0838091976725387,21.452446406720675,703085.0,,1
31,798.1564762764013,542.8229810072409,4014.393510057639,11.972539735952672,0.0342730358852167,18.852149872572713,698323.0,,1
32,833.4425097745694,153.0023242300988,9429.696777887491,11.612223513160068,0.02799899106108294,19.780827206196985,713041.0,,1
33,845.433630148112,2121.7437056069934,6288.910035570205,9.704878162022176,0.045482846641317985,19.68795947283456,705897.0,,1
34,848.1214165261383,1597.2990601304261,7875.090921400461,11.960559721685296,0.018931568167176258,20.89524000654611,701730.0,,1
35,862.0473189927815,39.09572439100939,3846.6743836050955,15.768495348223457,0.124013031725465,12.815747204014949,708972.0,,1
36,885.0391975175623,1181.0863250441753,4309.620034416795,12.070395917833006,0.04246608591355726,17.92347253894844,690700.0,,1
37,927.9499036144579,446.77353012048195,15416.043738162909,13.086075557399777,0.005726627239958046,21.452446406720675,718440.0,,1
38,953.9029909408384,1255.0052447777734,7206.62897665771,10.646304992928224,0.015480409947594611,19.96656267292184,695391.0,,1
39,955.5819763935556,337.6392406880905,3233.747343413076,20.471116182141643,0.008862735085351112,6.87221226881961,694515.0,,1
40,1006.4888746565296,479.0688180484681,4495.0768979415625,17.085862540660376,0.057610881262365694,20.24516587300912,695112.0,,1
41,1014.4491217079106,2394.50842148382,3854.10380227409,13.729805316713072,0.13349857326630435,22.93833014051951,701125.0,,1
42,1015.5799694670199,271.47754927933187,4136.514579429231,11.931633638382849,0.03570264929189627,15.044572804713201,699842.0,,1
43,1091.5290035898784,1768.164083705455,4242.569530929122,12.757460635104062,0.023582434877670738,18.75928213921029,697711.0,,1
44,1210.8732854202476,2321.9631116555934,30094.624805694784,19.06002905072263,0.07163796852947078,23.681272007418926,754726.0,,1
45,1531.0801238390093,2009.5369384244925,6749.162522114394,10.076644021198831,0.057731147093209194,19.780827206196985,705977.0,,1
46,1542.3122323589648,919.0606497858872,3990.3407671167706,20.858307255567944,0.3772848953761861,9.379641069605144,696926.0,,1
47,1577.784160076337,982.4264172220857,6423.3825134789995,18.623549952562772,0.04250481438360334,10.308318403229416,700048.0,,1
48,1769.4058541966237,2217.1902022967674,4714.61621961034,11.207550800664482,0.06800492813555578,16.530456538512034,704199.0,,1
49,28.98187657373762,1448.3382536978122,6250.197551536723,23.131820793916372,0.17646253312619703,13.004949446075535,699421.0,,2
50,87.10552406964834,99.02118129054284,6900.633501368704,11.592325076654248,0.07127571243360707,18.565036528093337,717422.0,,2
51,206.1092553486487,1521.8503658198417,4418.007499865705,19.91207449067993,0.09336435273626063,11.77984551274958,699192.0,,2
52,236.5213742809334,803.5860590571174,11320.054582695939,12.628008401255638,0.06658739044362783,21.674915743459227,711199.0,,2
53,310.44797839319546,1842.616962954005,2337.7810210782304,15.752081408191396,0.3068678549070271,16.962977538359393,700620.0,,2
54,394.49790880641103,349.59930975987834,3222.117583411367,17.76878346149506,0.2584527194319768,18.093842707583352,701311.0,,2
55,753.8743099006257,238.35837320574163,5120.934441302497,12.525289838383665,0.06860719729259793,21.486438215255234,703164.0,,2
56,799.4068076591982,542.9799446266956,4050.4763198679175,11.673759339971335,0.0938371081977747,18.659275292195336,697813.0,,2
57,829.0825879148755,2043.4932845584897,3529.335954383876,23.845077646435552,0.11885238218232097,6.690952251241761,700203.0,,2
58,836.1771386974862,152.0934854362155,9450.54598044053,11.897203119177764,0.017378903439004566,19.695901697317296,713216.0,,2
59,850.3266948034819,1597.6657873911897,7145.183094213385,11.437331684174051,0.04692861750066163,19.507424169113303,701609.0,,2
60,844.1113760655691,2121.5037053960277,6599.82336635513,9.988340839313008,0.01790013955926769,20.16709551782728,706104.0,,2
61,861.4448388129804,39.22368701964133,3531.314968430018,16.208660383716822,0.2238776601860862,12.816471917871542,708364.0,,2
62,883.4227058057162,1181.258631218956,4629.385047746483,12.127379133507372,0.08596996248641894,15.360918548625452,690875.0,,2
63,927.588611097447,445.5991194844803,15326.238683435917,12.892757546652737,0.015747941944640187,21.769154507561222,717943.0,,2
64,953.8229941456702,1254.596090190428,7259.871670125515,10.746054138918932,0.035207754614166246,20.73252810243926,694941.0,,2
65,959.7606528708832,345.4521713786068,3233.3319963395047,22.487456265736462,0.049565975419474835,8.10453371277171,694374.0,,2
66,1007.5767838968676,477.90272908892155,5000.120345723737,15.955341431650258,0.053979207367730056,19.6016629332153,695539.0,,2
67,1013.2514437646521,2398.9997712848076,3296.2834907596384,10.221931231171654,0.05576760373883237,21.86339327166322,701257.0,,2
