,particle,x,y,actual_size,usable,size,video
0,3,1733.060515,1787.99718,,0,17.49013049,75%glys_10%part90%sol2
1,5,143.5489017,1245.630709,8,1,13.81195142,75%glys_10%part90%sol2
2,13,1465.762544,625.0267682,,0,14.86770883,75%glys_10%part90%sol2
3,14,1874.592651,386.5835883,12.5,1,18.13416322,75%glys_10%part90%sol2
4,16,390.8304127,201.2311152,,0,16.24749523,75%glys_10%part90%sol2
5,17,1196.24455,907.476418,9.5,1,15.50737944,75%glys_10%part90%sol2
