,particle,x,y,actual_size,usable,size,video
0,8,794.3654619,953.6976999,13.5,1,13.16966082,50deg-take2
1,9,1915.592322,821.9386167,10.5,1,11.06317029,50deg-take2
2,10,1689.516527,444.297428,10.5,1,11.08587675,50deg-take2
3,13,1341.101602,185.8655872,7.5,1,9.558731471,50deg-take2
