,particle,x,y,actual_size,usable,size,video
0,0,1669.868756,180.0889206,,0,15.3326379,95%glys_10%part90%sol1
1,2,177.1103327,1657.193613,26,1,19.29539876,95%glys_10%part90%sol1
2,9,583.2810812,906.9570422,17,1,20.16503196,95%glys_10%part90%sol1
3,12,363.7514582,763.8788075,0,0,11.04400613,95%glys_10%part90%sol1
4,16,181.0204263,200.5925359,15,1,11.74872845,95%glys_10%part90%sol1
